fecha_carga;Nombre_encuestador;Fecha_encuesta;Datos_muestra;Escuela ;Especialidad;Turno;Año;Curso;Sexo;Edad;Diabetes;Celiaco;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Hora;Comida;Bebida;Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Desayuno];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Almuerzo];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Merienda];Comensalidad-Aspectos Sociales y organizativos familiares para la alimentación [Cena];Alimento Fuente [Azúcares/Hidratos de carbono];Alimento Fuente [Proteínas];Alimento Fuente [Aceites];Alimento Fuente [Fibras];Lees_información_nutricional_de_envases;Entendes_que_significan;De_que_envases_provienen;Grupo_alimentario;consumiste_alcohol;consumiste_alcohol_este_anio;consumiste_alcohol_este_mes;consumiste_alcohol_esta_semana;tuviste_un_exceso_de_alcohol;como_te_sentis_con_tu_pes;como_te_sentis_en_funcion_del_peso;Tipo_frecuencia_actividades_físicas_Deportes;Tipo_frecuencia_actividades_físicas_Danza;Tipo_frecuencia_actividades_físicas_Gimnasio;Tipo_frecuencia_actividades_físicas_Caminatas;Tipo_frecuencia_actividades_físicas_Otras;Observaciones
29/11/2017 10:02:14;Alejandra Henriquez;22/11/2017;NuT07;ESRN 111;COMU;Mañana;4;17;Femenino;17;No;No;06:40:00;;cafe_con_leche;09:00:00;galletitas;;13:00:00;fideos_con_queso;agua;18:00:00;yogurt_con_cereales;;22:00:00;salchicha_con_pure;agua;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;Verduras;Semillas de girasol;Tallarines;A veces;Entiendo en partes;Arroz;Otros;Sí;Sí;Sí;Sí;Sí;8;5;Martes, Jueves;;Lunes, Martes, MIércoles, Jueves, Viernes;;;
29/11/2017 10:03:07;natalia;22/11/2017;NuT08;ESRN 111;COMU;Mañana;4;17;Femenino;18;No;No;07:00:00;galletitas_dulces;mate;10:00:00;galletitas_dulces;jugo;12:30:00;fideos;agua;17:00:00;galletitas_dulces;mate;19:00:00;pan;agua;23:00:00;galletitas_dulces;jugo;;;;¿Comistes con otros?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Pescado;Tallarines;Verduras;Nunca;Entiendo todo;Papas fritas;Otros;Sí;Sí;Sí;Sí;No;0;7;;;Martes, Jueves;;;
29/11/2017 10:23:35;natalia;22/11/2017;NuT10;ESRN 111;COMU;Mañana;4;17;Femenino;17;No;No;09:00:00;pan;te;12:30:00;arroz_con_pollo;agua;14:00:00;fruta;agua;21:30:00;carne;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;A veces;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;Sí;Sí;6;5;;;Lunes, Martes, MIércoles, Jueves, Viernes;Lunes, Martes, MIércoles, Jueves, Viernes;;
29/11/2017 10:25:43;Alejandra Henriquez;22/11/2017;NuT09;ESRN 111;COMU;Mañana;4;17;Femenino;16;No;No;09:30:00;pan_con_dulce;te;13:00:00;Arroz_con_pollo;jugo;18:00:00;fruta;agua;22:00:00;carne;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?;¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;;Semillas de girasol;A veces;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;Sí;Sí;5;6;;;Lunes, Martes, MIércoles, Jueves, Viernes;Lunes, Martes, MIércoles, Jueves, Viernes;;pregunta 3 semilla de girasol corresponde a fibras
29/11/2017 10:30:58;natalia;22/11/2017;NuT11;ESRN 111;COMU;Mañana;4;17;Femenino;18;No;No;07:00:00;;cafe;09:20:00;pan;;12:40:00;bifes;jugo;20:20:00;Hamburguesa_de_carne_ensalada_tomate_lechuga;jugo;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;Nunca;Entiendo en partes;Arroz;Otros;Sí;Sí;Sí;Sí;Sí;6;5;;;Martes, Jueves;;;
29/11/2017 10:35:42;Alejandra Henriquez;22/11/2017;NuT12;ESRN 111;COMU;Mañana;4;17;Masculino;17;No;No;07:00:00;;te;09:00:00;frutas;;14:00:00;Fideos_Pescado_ensalada_de_repollo;agua;17:00:00;fruta;agua;20:00:00;galletitas_con_dulce;agua;22:00:00;te;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;Tallarines;Semillas de girasol;Verduras;A veces;Entiendo en partes;Leche;Otros;Sí;Sí;Sí;Sí;Sí;5;8;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;;Martes, MIércoles, Jueves;;;inciso 3 tallarines corresponde a proteinas
29/11/2017 10:38:44;natalia;22/11/2017;NuT13;ESRN 111;COMU;Mañana;4;17;Masculino;17;No;No;06:30:00;;cafe;09:30:00;pan;te;13:00:00;milanesa_con_arroz;agua;17:00:00;;mates;22:30:00;salchichas_con_pure_de_papas;jugo;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Pescado;Verduras;Tallarines;Nunca;Entiendo en partes;Arroz;Vegano;Sí;Sí;Sí;Sí;Sí;10;7;Lunes, Martes, MIércoles, Viernes, Sábado;;Martes, Jueves;;;
29/11/2017 10:44:46;Alejandra Henriquez;22/11/2017;NuT14;ESRN 111;COMU;Mañana;4;17;Masculino;16;No;No;06:30:00;;mate_cocido;09:00:00;pan;te;12:30:00;fideos_con_tuco_de_pollo_papa_zanahoria;jugo;16:00:00;galletitas;;18:00:00;galletitas;te;23:00:00;fideos;jugo;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo todo;Leche;Otros;Sí;Sí;Sí;Sí;Sí;7;4;;;;;Martes, Jueves;
29/11/2017 10:45:52;natalia;22/11/2017;NuT15;ESRN 111;COMU;Mañana;4;17;Masculino;18;No;No;09:30:00;pan_con_dulce;;11:30:00;tomate_zanahoria;;12:30:00;fideos_con_tuco;agua;13:30:00;;agua;18:00:00;hamburguesa_de_pollo;agua;22:00:00;Hamburguesa_de_pollo;agua;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;Tallarines;Pescado;Semillas de girasol;Verduras;Siempre;Entiendo todo;Leche;Otros;Sí;Sí;Sí;Sí;Sí;7;3;Martes, Jueves;;Lunes, MIércoles, Viernes;;Lunes, MIércoles, Viernes;
29/11/2017 10:52:10;Alejandra Henriquez;22/11/2017;NuT16;ESRN 111;COMU;Mañana;4;17;Femenino;16;No;No;09:00:00;pan;;12:30:00;guiso_de_fideos;agua;18:00:00;Pan_con_dulce_con_pate;te;21:30:00;estofado;agua;;;;;;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Tallarines;Semillas de girasol;Semillas de girasol;Pescado;A veces;Entiendo en partes;Leche;Otros;Sí;Sí;Sí;Sí;No;7;7;Lunes, MIércoles, Viernes;;Martes, Jueves;;;inciso 3 semillas de girasol corresponde proteinas
29/11/2017 10:53:45;natalia;22/11/2017;NuT17;ESRN 111;COMU;Mañana;4;17;Femenino;16;No;No;09:30:00;pan;;11:00:00;fruta;;12:20:00;albondigas;agua;18:00:00;pan_con_pate;te;21:30:00;pollo_al_disco;agua;;;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Verduras;Semillas de girasol;Pescado;Nunca;Entiendo en partes;Leche;Otros;Sí;Sí;Sí;No;No;7;8;Martes, Jueves;;;Lunes, Martes, MIércoles, Jueves;;
29/11/2017 11:01:41;Alejandra Henriquez;22/11/2017;NuT18;ESRN 111;COMU;Mañana;4;17;Femenino;17;No;No;09:00:00;pan_con_dulce;;12:30:00;fideos_con_carne_verduras_salteadas;;18:00:00;yogurt;;22:00:00;licuado_frutilla_avena_cereales_leche;;;;;;;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en otro lugar?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Tallarines;;Semillas de girasol;Verduras;A veces;Entiendo todo;Arroz;Otros;Sí;Sí;Sí;Sí;No contesta;3;6;;;Lunes, MIércoles, Viernes, Domingo;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;;inciso 3 semillas de girasol corresponde aceites
29/11/2017 11:03:30;natalia;22/11/2017;NuT19;ESRN 111;COMU;Mañana;4;17;Masculino;19;No;No;09:30:00;pan;te;12:40:00;estofado_con_papas_pollo_zanahoria_arvejas;jugo;15:20:00;torta_fritas_con_dulce_galletitas_salada;agua;16:30:00;palitos_salado;agua;20:40:00;galletitas_saladas_torta_fritas;agua;23:15:00;salamin_con_pan;agua;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Tallarines;Verduras;Semillas de girasol;Pescado;Nunca;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;Sí;Sí;10;3;;;;;;
29/11/2017 11:25:18;Tamara Osorio;27/11/2017;GwU;ESRN 9;CB;Tarde;1;1;Femenino;14;Sí;No;12:00:00;ravioles_de_verdura;jugo;17:00:00;leche_con_chocolate_y_galletitas;;21:00:00;carne_con_arroz;agua;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;Pescado;;;A veces;Entiendo en partes;Leche;Vegano;No;No;No;No;No;10;4;;;Martes, Jueves;Martes, Jueves;;No comprendió inciso 3.
29/11/2017 11:32:24;natalia;22/11/2017;YiK01;ESRN 111;CB;Mañana;1;5;Femenino;14;No;No;06:30:00;pan_con_pate;agua;12:50:00;papas_fritas;jugo;15:30:00;golosina;;17:10:00;rosquitas;leche;20:00:00;galletitas_dulces;agua;21:50:00;pizza;jugo;22:40:00;helado;;¿Comiste solo?, ¿Comiste en casa?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Semillas de girasol;Pescado;Tallarines;Verduras;A veces;Entiendo en partes;Papas fritas;Vegetariano;Sí;Sí;Sí;Sí;Sí;3;6;Lunes, MIércoles;Martes, MIércoles, Jueves;;;Viernes, Sábado, Domingo;
29/11/2017 11:33:06;Tamara Osorio;23/11/2017;GwU;ESRN 9;CB;Tarde;1;1;Masculino;14;No;No;12:00:00;galletitas_y_pan;te;19:00:00;milanesa_de_pollo_y_pan_fritados;jugo;22:00:00;guiso_de_carne_lenteja_arroz_papa_y_zapallo;gaseosa;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Verduras;Tallarines;Pescado;A veces;Entiendo en partes;Papas fritas;Vegetariano;Sí;Sí;Sí;Sí;Sí;5;7;Lunes, Martes, MIércoles, Jueves, Sábado, Domingo;;Martes, Jueves;;;no hay relación entre lo que comió y las comidas diarias. 
29/11/2017 11:34:36;Alejandra Henriquez;22/11/2017;YiK02;ESRN 111;CB;Mañana;1;5;Femenino;13;No;No;07:00:00;galletitas;mate_cocido;12:40:00;fideos_con_verduras_morron_cebolla_papa_zanahoria;agua;16:00:00;facturas;mate;22:00:00;huevo;agua;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Compraste?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;Verduras;Tallarines;Semillas de girasol;A veces;Entiendo en partes;Papas fritas;Otros;No;No;No;No;No;10;6;;;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;inciso 3 verduras corresponde a proteinas
29/11/2017 11:39:33;Tamara Osorio;23/11/2017;GwU;ESRN 9;CB;Tarde;1;1;Femenino;13;Sí;No;08:30:00;tostada;te;12:30:00;sopa y pizza;jugo;;;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Comiste en la escuela?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Verduras;Tallarines;Pescado;A veces;No entiendo nada;Arroz;Vegetariano;Sí;Sí;No;No;No;10;5;MIércoles, Viernes;;;;;No relación entre lo que comió y las comidas diarias. Tampoco señaló si era celíaco o no.
29/11/2017 11:43:47;Alejandra Henriquez;22/11/2017;YiK03;ESRN 111;CB;Mañana;1;5;Femenino;14;No;No;13:00:00;bife_capellettini_con_queso;agua;17:00:00;galletitas;te;23:00:00;asado_y_empanada_de_jamon_y_queso;gaseosa;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste en casa?;¿Comiste en otro lugar?;;Verduras;Tallarines;Semillas de girasol;A veces;Entiendo en partes;Papas fritas;Otros;No;No;No;No;No;6;6;;MIércoles, Viernes, Sábado, Domingo;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;inciso 3 semilla de girasol corresponde fibra
29/11/2017 11:46:03;Tamara Osorio;23/11/2017;GuW;ESRN 9;CB;Tarde;1;1;Femenino;13;No;No;08:00:00;pan bajo en grasa;cafe;12:30:00;huevo y milanesa_de_pollo;jugo;;;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Compraste?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;;Tallarines;Pescado;Semillas de girasol;;Nunca;No entiendo nada;Papas fritas;No contesta;Sí;Sí;Sí;No;Sí;0;10;Martes, Jueves;;Martes, Jueves;Lunes, Viernes;;No hay relación entre lo que comió y las comidas diarias. No señaló si es diabético o celíaco.
29/11/2017 11:47:27;natalia;22/11/2017;YiK04;ESRN 111;CB;Mañana;1;2;Masculino;13;No;No;09:14:00;pan_con_dulce_de_leche;te;09:30:00;galletitas_dulce;jugo;12:20:00;pizzetas_tarta_de_acelga;jugo;12:50:00;helado;;18:30:00;pan_con_fiambre;te;21:50:00;helado;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;Semillas de girasol;Pescado;Tallarines;Verduras;Siempre;Entiendo en partes;Papas fritas;Otros;Sí;Sí;No;No;No;9;4;Martes, MIércoles, Jueves;;;Lunes, Martes, MIércoles, Jueves, Viernes;;
29/11/2017 11:49:14;Samanta Vilches;23/11/2017;TrB;ESRN 9;ECYAD;Tarde;3;1;Masculino;17;No;No;09:00:00;galletas_de_agua;mate;14:00:00;;mate;18:30:00;budin;te;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinaste vos?;;¿Comiste solo?, ¿Comiste en otro lugar?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinaste vos?;Tallarines;Pescado;Semillas de girasol;Verduras;A veces;Entiendo todo;Arroz;No contesta;Sí;Sí;Sí;Sí;No;5;6;Sábado, Domingo;;Viernes, Sábado;MIércoles;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;
29/11/2017 11:51:56;Tamara Osorio;23/11/2017;GwU;ESRN 9;CB;Tarde;1;1;Femenino;14;No;No;12:45:00;fideos_con_tuco;gaseosa;19:30:00;leche_chocolatada;;23:30:00;hamburguesa_de_carne_frita;gaseosa;;;;;;;;;;;;;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;;A veces;No entiendo nada;Papas fritas;Vegetariano;Sí;No;No;No;No;1;2;Martes, Jueves;;;;;No hay relación entre lo que comió y las comidas diarias. No señaló si era diabético o celíaco.  Inciso 3, falta completar
29/11/2017 11:55:44;natalia;22/11/2017;YiK06;ESRN 111;CB;Mañana;1;2;Femenino;15;No;No;06:20:00;;cafe;09:14:00;;te;12:45:00;arroz_con_pollo;jugo;17:00:00;pan_con_dulce;mate;;;;;;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;;Semillas de girasol;Pescado;Tallarines;Verduras;Siempre;Entiendo en partes;Papas fritas;Vegano;Sí;Sí;Sí;Sí;Sí;5;4;Martes, Jueves;;;Lunes, Martes, MIércoles, Jueves, Viernes;;
29/11/2017 11:56:08;Samanta Vilches;23/11/2017;TrB;ESRN 9;ECYAD;Tarde;3;1;Masculino;17;No;No;09:30:00;galletitas_saladas_con_dulce_y_manteca;mate;12:00:00;bife_de_carne_zanahoria_cebolla_arroz;jugo;15:00:00;pan_con_dulce_de_leche;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Semillas de girasol;Pescado;Tallarines;Verduras;Nunca;Entiendo en partes;Arroz;Otros;No;No;No;No;No;5;4;Martes, Jueves;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado;Lunes, MIércoles, Viernes;no aporta informacion sobre los alimentos consumidos en la cena
29/11/2017 11:56:47;Alejandra Henriquez;22/11/2017;YiK05;ESRN 111;CB;Mañana;1;5;Femenino;14;No;No;09:15:00;pan-con_queso;te;12:20:00;arroz_con_pollo;agua;17:00:00;galletitas;leche;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;;Verduras;Pescado;Tallarines;Semillas de girasol;Siempre;Entiendo en partes;Papas fritas;Vegano;Sí;Sí;No;No;Sí;8;7;;;;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;;
29/11/2017 11:59:52;Tamara Osorio;22/11/2017;FtN;ESRN 116;TEATRO;Tarde;3;1;Femenino;16;No;No;12:30:00;milanesa_de_pollo;gaseosa;23:00:00;sopa_de_verduras;jugo;;;;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Semillas de girasol;Pescado;Tallarines;Verduras;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;0;10;Lunes, Martes, MIércoles, Jueves, Viernes, Domingo;;;;;
29/11/2017 12:00:02;Samanta Vilches;23/11/2017;TrB;ESRN 9;ECYAD;Tarde;3;1;Masculino;16;No;No;10:00:00;tostadas_con_manteca;mate;12:30:00;milanesa_de_pollo_frutas_pan_lechuga;jugo;15:00:00;pan_budin;te;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en otro lugar?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;;Verduras;Pescado;Semillas de girasol;Tallarines;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;No;No;No;No;9;6;Lunes, Martes, MIércoles, Jueves, Sábado, Domingo;;;;;
29/11/2017 12:01:48;natalia;22/11/2017;YiK07;ESRN 111;CB;Mañana;1;2;Femenino;13;No;No;06:40:00;;cafe;09:14:00;;te;12:30:00;fideos_con_tuco;jugo;17:20:00;tostadas;cafe;;;;;;;;;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;;Semillas de girasol;Pescado;Tallarines;Verduras;Siempre;Entiendo en partes;Papas fritas;Vegano;Sí;No;No;No;No;4;7;;;;Lunes, Martes, MIércoles, Jueves, Viernes;Sábado, Domingo;
29/11/2017 12:04:37;Samanta Vilches;23/11/2017;TrB;ESRN 9;ECYAD;Tarde;3;1;Masculino;15;No;No;10:30:00;galletitas;te;12:30:00;hamburguesa_de_carne;jugo;20:00:00;galletitas;chocolatada;23:00:00;carne;jugo;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;Verduras;Pescado;Semillas de girasol;Tallarines;A veces;Entiendo todo;Leche;No contesta;Sí;Sí;Sí;Sí;Sí;7;5;;;Lunes, MIércoles, Viernes;;Martes, Jueves, Sábado, Domingo;
29/11/2017 12:05:46;Tamara Osorio;22/11/2017;FtN;ESRN 116;TEATRO;Tarde;3;1;Femenino;15;No;No;12:30:00;arroz_con_salchichas;jugo;19:00:00;tostadas;cafe;;;;;;;;;;;;;;;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Tallarines;Pescado;Semillas de girasol;Verduras;Nunca;Entiendo en partes;Papas fritas;No contesta;Sí;Sí;Sí;Sí;Sí;0;10;Lunes, Martes, MIércoles, Jueves, Viernes, Domingo;;;;;No hay relación entre lo que que comió y las comidas diarias.
29/11/2017 12:09:25;natalia;22/11/2017;YiK09;ESRN 111;CB;Mañana;1;2;Masculino;13;No;No;06:30:00;licuado_de_banana_frutilla;agua;09:15:00;galletitas_dulce;jugo;09:30:00;pan;;12:30:00;milanesa_con_pure_ensalada_de_lechuga;agua;15:30:00;manzana_banana;;17:00:00;tostadas_con_queso;jugo;21:15:00;sopa_de_verduras;;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;Verduras;Pescado;Semillas de girasol;Tallarines;A veces;Entiendo todo;Arroz;Otros;No;No;No;No;No;10;4;Lunes, Martes, MIércoles, Jueves, Viernes, Sábado, Domingo;;Martes, Jueves;Domingo;Lunes, MIércoles;
29/11/2017 12:09:49;Alejandra Henriquez;22/11/2017;YiK08;ESRN 111;CB;Mañana;1;5;Masculino;13;No;No;07:30:00;;te;09:30:00;pan_con_dulce_y_galletitas;;10:30:00;galletitas_con_dulce;jugo_de_frutas;12:30:00;bife_con_arroz;jugo;17:00:00;golosinas;;22:30:00;hamburguesa_con_huevos_duros_y_helado_de_agua;;23:30:00;fruta;;¿Comiste solo?, ¿Comiste en la escuela?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinó otra persona?;¿Comiste solo?, ¿Comiste en casa?, ¿Cocinaste vos?;¿Comistes con otros?, ¿Comiste en casa?, ¿Cocinaste vos?;;Verduras;Semillas de girasol;Tallarines;Siempre;Entiendo en partes;Papas fritas;Otros;Sí;Sí;Sí;Sí;Sí;10;5;;;;;;inciso 3 en verduras corresponde proteinas
